order_id,customer_id,order_date,product_name,gross_amount,discount_pct,net_revenue
62,542,2025-01-15,Pro Plan,3229,15,2744.65
63,204,2025-12-28,Enterprise Plan,10163,5,9654.85
64,128,2025-04-21,Basic Plan,1043,0,1043.0
65,172,2025-02-28,Basic Plan,1474,5,1400.3
66,762,2025-08-20,Pro Plan,2009,5,1908.55
67,4,2025-07-14,Basic Plan,1321,0,1321.0
68,537,2024-11-21,Enterprise Plan,12828,0,12828.0
69,545,2025-12-21,Pro Plan,4458,15,3789.3
70,165,2025-10-28,Pro Plan,4376,0,4376.0
71,11,2025-08-02,Enterprise Plan,10711,0,10711.0
72,790,2025-09-11,Pro Plan,4296,15,3651.6
73,113,2025-10-16,Basic Plan,1058,15,899.3
74,110,2025-10-23,Basic Plan,1201,5,1140.95
75,800,2025-06-18,Pro Plan,4649,0,4649.0
76,150,2024-11-01,Basic Plan,601,0,601.0
77,126,2024-06-08,Basic Plan,1173,0,1173.0
78,94,2025-07-02,Pro Plan,3702,0,3702.0
79,727,2025-02-01,Basic Plan,1246,0,1246.0
80,155,2025-02-06,Basic Plan,1283,0,1283.0
81,14,2025-12-23,Enterprise Plan,14989,15,12740.65
82,627,2025-06-30,Basic Plan,659,0,659.0
83,711,2024-04-09,Basic Plan,567,0,567.0
84,585,2025-12-30,Pro Plan,3382,0,3382.0
85,53,2024-09-27,Enterprise Plan,13623,10,12260.7
86,145,2024-08-23,Pro Plan,4736,10,4262.4
87,551,2024-10-26,Basic Plan,864,0,864.0
88,669,2024-10-24,Basic Plan,897,0,897.0
89,809,2025-11-24,Pro Plan,4970,0,4970.0
90,657,2025-12-30,Basic Plan,666,0,666.0
91,1,2024-12-10,Basic Plan,1034,15,878.9
92,812,2025-12-28,Pro Plan,4586,0,4586.0
93,1,2024-09-21,Pro Plan,3594,5,3414.3
94,85,2024-05-30,Enterprise Plan,12593,0,12593.0
95,198,2025-08-07,Basic Plan,1135,15,964.75
96,772,2024-07-16,Enterprise Plan,7096,15,6031.6
97,532,2025-12-21,Pro Plan,4283,5,4068.85
98,597,2024-05-11,Pro Plan,4631,0,4631.0
99,171,2025-12-31,Basic Plan,963,0,963.0
100,554,2025-11-19,Enterprise Plan,11823,0,11823.0
101,226,2025-11-12,Pro Plan,4657,0,4657.0
102,354,2025-12-31,Pro Plan,3898,0,3898.0
103,494,2025-01-19,Basic Plan,1108,10,997.2
104,321,2025-12-30,Enterprise Plan,8224,5,7812.8
105,746,2025-02-12,Enterprise Plan,11582,0,11582.0
106,287,2025-03-31,Basic Plan,1305,15,1109.25
107,862,2024-11-18,Basic Plan,819,10,737.1
108,653,2024-06-19,Pro Plan,2159,0,2159.0
109,810,2024-03-04,Pro Plan,4723,0,4723.0
110,389,2025-04-28,Pro Plan,3554,0,3554.0
111,611,2025-09-24,Pro Plan,3687,0,3687.0
112,740,2025-12-26,Basic Plan,1010,0,1010.0
113,811,2025-01-17,Pro Plan,2093,0,2093.0
114,235,2024-06-29,Pro Plan,2756,15,2342.6
115,34,2024-10-21,Basic Plan,1453,10,1307.7
116,189,2025-03-01,Enterprise Plan,7640,0,7640.0
117,328,2024-08-31,Basic Plan,1498,0,1498.0
118,605,2025-08-08,Pro Plan,2506,0,2506.0
119,340,2025-05-04,Basic Plan,1096,0,1096.0
120,138,2025-12-31,Pro Plan,3275,10,2947.5
121,841,2025-08-07,Basic Plan,1331,15,1131.35
122,868,2025-11-06,Enterprise Plan,14946,0,14946.0
123,98,2025-08-26,Enterprise Plan,10874,0,10874.0
124,456,2025-02-07,Basic Plan,819,5,778.05
125,99,2024-10-19,Enterprise Plan,11460,0,11460.0
126,184,2024-08-25,Basic Plan,570,0,570.0
127,533,2025-12-31,Basic Plan,1412,5,1341.4
128,345,2025-11-28,Pro Plan,3479,5,3305.05
129,519,2024-12-17,Basic Plan,770,0,770.0
130,486,2025-12-22,Enterprise Plan,10056,0,10056.0
131,370,2025-12-29,Basic Plan,1164,10,1047.6
132,266,2025-06-09,Basic Plan,1145,0,1145.0
133,476,2025-01-07,Basic Plan,1246,15,1059.1
134,27,2024-09-04,Basic Plan,1255,15,1066.75
135,415,2024-06-10,Basic Plan,917,0,917.0
136,617,2025-10-16,Enterprise Plan,10477,10,9429.3
137,580,2025-07-23,Pro Plan,4242,0,4242.0
138,332,2025-05-19,Pro Plan,2864,10,2577.6
139,815,2025-02-18,Pro Plan,2788,10,2509.2
140,201,2025-03-14,Pro Plan,2557,5,2429.15
141,453,2025-12-25,Enterprise Plan,10713,0,10713.0
142,620,2025-12-22,Basic Plan,1223,5,1161.85
143,798,2025-06-30,Enterprise Plan,14153,0,14153.0
144,17,2024-07-10,Pro Plan,4419,0,4419.0
145,643,2024-05-02,Enterprise Plan,8100,10,7290.0
146,747,2025-11-10,Enterprise Plan,7965,15,6770.25
147,841,2025-05-24,Basic Plan,1228,0,1228.0
148,743,2024-04-15,Basic Plan,1262,0,1262.0
149,658,2025-08-14,Enterprise Plan,12467,0,12467.0
150,188,2024-07-09,Pro Plan,2461,10,2214.9
151,547,2025-12-19,Enterprise Plan,9443,15,8026.55
152,678,2024-10-31,Enterprise Plan,6225,5,5913.75
153,234,2025-06-12,Pro Plan,2845,5,2702.75
154,475,2024-11-15,Basic Plan,1241,15,1054.85
155,336,2025-07-23,Pro Plan,3331,5,3164.45
156,13,2025-12-17,Enterprise Plan,14501,15,12325.85
157,669,2024-10-04,Pro Plan,4716,0,4716.0
158,740,2025-12-29,Basic Plan,898,0,898.0
159,124,2024-09-10,Enterprise Plan,9977,5,9478.15
160,305,2024-06-27,Pro Plan,3791,0,3791.0
161,275,2025-05-01,Basic Plan,943,5,895.85
162,738,2025-02-06,Basic Plan,1300,0,1300.0
163,526,2024-10-09,Enterprise Plan,10736,0,10736.0
164,171,2025-12-30,Pro Plan,2576,0,2576.0
165,31,2024-05-30,Basic Plan,936,0,936.0
166,804,2025-12-23,Basic Plan,1100,5,1045.0
167,556,2024-10-16,Pro Plan,4638,0,4638.0
168,767,2025-04-01,Basic Plan,1204,0,1204.0
169,119,2025-12-25,Pro Plan,2657,5,2524.15
170,345,2025-12-24,Basic Plan,517,0,517.0
171,225,2025-09-08,Pro Plan,3575,0,3575.0
172,184,2024-12-31,Enterprise Plan,8370,0,8370.0
173,471,2024-07-09,Enterprise Plan,12075,10,10867.5
174,654,2025-11-15,Enterprise Plan,7619,0,7619.0
175,791,2025-07-12,Enterprise Plan,11082,15,9419.7
176,369,2025-01-15,Basic Plan,564,10,507.6
177,481,2025-01-28,Basic Plan,1420,0,1420.0
178,426,2025-10-30,Basic Plan,1275,15,1083.75
179,317,2025-03-09,Enterprise Plan,14682,0,14682.0
180,785,2025-12-24,Enterprise Plan,6055,0,6055.0
181,741,2024-05-14,Pro Plan,4824,10,4341.6
182,69,2024-06-17,Enterprise Plan,11591,0,11591.0
183,105,2025-05-29,Basic Plan,691,0,691.0
184,826,2024-04-09,Enterprise Plan,12960,0,12960.0
185,355,2024-08-26,Pro Plan,4401,0,4401.0
186,861,2024-08-14,Pro Plan,4743,10,4268.7
187,504,2025-12-22,Pro Plan,2393,5,2273.35
188,106,2025-05-20,Enterprise Plan,9215,0,9215.0
189,369,2024-12-26,Basic Plan,1378,0,1378.0
190,730,2025-07-27,Pro Plan,2987,10,2688.3
191,417,2025-05-11,Pro Plan,2932,5,2785.4
192,21,2024-12-12,Basic Plan,1206,0,1206.0
193,822,2024-06-13,Enterprise Plan,8244,0,8244.0
194,137,2024-08-05,Basic Plan,709,5,673.55
195,139,2025-07-24,Enterprise Plan,7189,0,7189.0
196,351,2024-08-03,Enterprise Plan,13229,15,11244.65
197,554,2025-12-23,Basic Plan,1255,0,1255.0
198,638,2025-05-16,Pro Plan,2396,0,2396.0
199,556,2024-09-22,Basic Plan,1440,10,1296.0
200,858,2025-05-20,Basic Plan,787,15,668.95
201,723,2025-12-24,Basic Plan,595,0,595.0
202,160,2025-07-24,Enterprise Plan,7946,0,7946.0
203,285,2024-04-25,Enterprise Plan,14796,15,12576.6
204,400,2025-12-28,Basic Plan,987,15,838.95
205,775,2025-06-05,Enterprise Plan,8736,15,7425.6
206,269,2025-12-31,Pro Plan,2886,5,2741.7
207,376,2025-07-07,Basic Plan,590,10,531.0
208,404,2025-02-10,Basic Plan,1447,10,1302.3
209,3,2025-01-22,Basic Plan,937,15,796.45
210,444,2024-05-10,Pro Plan,3852,10,3466.8
211,99,2025-03-23,Basic Plan,527,15,447.95
212,854,2025-07-24,Enterprise Plan,6349,15,5396.65
213,255,2024-06-14,Basic Plan,676,0,676.0
214,625,2024-04-11,Enterprise Plan,6740,15,5729.0
215,655,2025-09-26,Basic Plan,1347,0,1347.0
216,648,2025-05-14,Basic Plan,802,5,761.9
217,119,2025-11-22,Enterprise Plan,13364,0,13364.0
218,601,2025-01-18,Basic Plan,532,0,532.0
219,808,2025-10-31,Pro Plan,4568,0,4568.0
220,245,2025-12-25,Basic Plan,1204,0,1204.0
221,421,2024-12-01,Pro Plan,3548,0,3548.0
222,633,2025-12-26,Basic Plan,1045,0,1045.0
223,215,2025-12-25,Basic Plan,586,0,586.0
224,312,2024-10-16,Basic Plan,657,5,624.15
225,545,2025-12-25,Basic Plan,1216,0,1216.0
226,96,2025-05-15,Enterprise Plan,14523,15,12344.55
227,548,2025-12-21,Enterprise Plan,11407,5,10836.65
228,456,2024-12-06,Enterprise Plan,14730,15,12520.5
229,294,2025-03-14,Basic Plan,1476,5,1402.2
230,840,2025-05-27,Basic Plan,1125,5,1068.75
231,356,2025-07-10,Pro Plan,3065,10,2758.5
232,134,2025-06-17,Enterprise Plan,6328,0,6328.0
233,366,2024-07-29,Pro Plan,3538,10,3184.2
234,663,2024-08-16,Basic Plan,1395,10,1255.5
235,589,2024-10-21,Enterprise Plan,8077,0,8077.0
236,650,2025-05-20,Enterprise Plan,14741,0,14741.0
237,484,2024-07-24,Pro Plan,3616,15,3073.6
238,444,2024-07-08,Enterprise Plan,8215,0,8215.0
239,197,2025-12-29,Enterprise Plan,9797,0,9797.0
240,841,2025-05-22,Basic Plan,1020,10,918.0
241,775,2025-08-13,Basic Plan,747,10,672.3
242,435,2025-08-20,Basic Plan,847,10,762.3
243,350,2025-12-30,Pro Plan,3069,0,3069.0
244,191,2024-08-04,Basic Plan,1347,0,1347.0
245,398,2024-07-27,Pro Plan,4009,0,4009.0
246,499,2025-02-01,Basic Plan,1215,15,1032.75
247,451,2025-02-06,Enterprise Plan,8421,10,7578.9
248,215,2025-12-30,Pro Plan,4952,15,4209.2
249,227,2025-12-29,Basic Plan,1255,0,1255.0
250,777,2025-12-29,Enterprise Plan,10527,0,10527.0
251,452,2024-05-03,Basic Plan,1283,0,1283.0
252,264,2024-11-10,Enterprise Plan,6396,15,5436.6
253,385,2025-07-20,Basic Plan,830,0,830.0
254,434,2025-03-16,Enterprise Plan,7328,0,7328.0
255,243,2025-09-23,Basic Plan,992,0,992.0
256,492,2025-12-23,Enterprise Plan,12087,0,12087.0
257,195,2025-03-30,Enterprise Plan,6423,15,5459.55
258,61,2025-06-21,Pro Plan,3281,5,3116.95
259,263,2025-06-13,Basic Plan,1313,10,1181.7
260,353,2024-11-06,Pro Plan,3196,0,3196.0
261,85,2024-06-13,Basic Plan,1058,0,1058.0
262,584,2025-02-06,Enterprise Plan,14847,5,14104.65
263,222,2025-05-26,Pro Plan,4139,0,4139.0
264,594,2025-07-19,Basic Plan,1344,0,1344.0
265,752,2024-11-21,Enterprise Plan,6695,0,6695.0
266,526,2024-09-19,Pro Plan,2165,10,1948.5
267,722,2025-10-11,Pro Plan,2107,0,2107.0
268,757,2025-01-24,Basic Plan,502,15,426.7
269,470,2025-11-29,Basic Plan,886,0,886.0
270,617,2025-10-04,Pro Plan,2363,0,2363.0
271,510,2025-12-01,Pro Plan,4171,0,4171.0
272,228,2025-12-25,Enterprise Plan,8014,0,8014.0
273,524,2024-08-30,Basic Plan,1316,0,1316.0
274,847,2025-07-28,Basic Plan,829,0,829.0
275,818,2024-10-18,Basic Plan,874,0,874.0
276,249,2025-12-22,Pro Plan,4988,0,4988.0
277,277,2025-12-31,Enterprise Plan,13696,0,13696.0
278,162,2025-10-09,Basic Plan,746,5,708.7
279,416,2025-03-02,Enterprise Plan,13537,10,12183.3
280,78,2024-12-31,Basic Plan,1290,10,1161.0
281,51,2025-12-23,Basic Plan,628,0,628.0
282,480,2025-06-27,Pro Plan,2192,0,2192.0
283,617,2025-08-03,Pro Plan,4165,0,4165.0
284,847,2025-08-09,Enterprise Plan,6081,0,6081.0
285,395,2025-12-27,Enterprise Plan,8907,10,8016.3
286,303,2025-01-09,Pro Plan,3019,10,2717.1
287,208,2025-10-05,Pro Plan,4941,0,4941.0
288,690,2025-04-13,Enterprise Plan,7051,5,6698.45
289,573,2024-08-26,Basic Plan,658,15,559.3
290,632,2024-11-22,Basic Plan,1213,5,1152.35
291,182,2025-09-03,Enterprise Plan,10835,15,9209.75
292,205,2025-05-18,Enterprise Plan,11038,5,10486.1
293,122,2025-07-19,Basic Plan,521,0,521.0
294,664,2024-09-22,Enterprise Plan,8138,0,8138.0
295,130,2025-03-18,Pro Plan,2876,0,2876.0
296,402,2025-07-24,Pro Plan,2336,5,2219.2
297,556,2024-07-29,Pro Plan,3194,15,2714.9
298,700,2024-11-12,Basic Plan,863,0,863.0
299,52,2024-07-30,Basic Plan,691,5,656.45
300,582,2024-09-07,Enterprise Plan,12046,0,12046.0
301,227,2025-12-29,Enterprise Plan,9063,0,9063.0
302,39,2025-05-10,Enterprise Plan,6381,15,5423.85
303,610,2024-11-13,Pro Plan,3545,0,3545.0
304,131,2025-11-17,Pro Plan,3190,10,2871.0
305,61,2025-10-08,Enterprise Plan,14277,0,14277.0
306,323,2025-03-02,Enterprise Plan,7785,0,7785.0
307,132,2025-12-11,Enterprise Plan,14207,10,12786.3
308,750,2024-03-31,Pro Plan,3358,15,2854.3
309,386,2025-04-29,Pro Plan,4498,15,3823.3
310,272,2024-09-21,Enterprise Plan,11569,0,11569.0
311,275,2025-05-11,Enterprise Plan,6942,0,6942.0
312,732,2024-08-26,Basic Plan,1438,0,1438.0
313,15,2025-10-09,Pro Plan,2795,10,2515.5
314,776,2024-10-06,Enterprise Plan,11162,15,9487.7
315,131,2025-09-04,Pro Plan,4983,0,4983.0
316,118,2025-09-28,Basic Plan,592,0,592.0
317,151,2025-12-24,Enterprise Plan,13642,15,11595.7
318,807,2025-12-16,Enterprise Plan,6791,10,6111.9
319,321,2025-12-28,Enterprise Plan,7497,15,6372.45
320,861,2024-08-27,Basic Plan,1004,0,1004.0
321,165,2025-11-18,Pro Plan,4637,0,4637.0
322,136,2025-12-31,Pro Plan,2142,15,1820.7
323,118,2025-09-11,Basic Plan,1440,10,1296.0
324,344,2024-08-15,Pro Plan,3341,5,3173.95
325,220,2024-06-16,Pro Plan,4050,5,3847.5
326,588,2025-04-14,Enterprise Plan,14592,0,14592.0
327,123,2025-09-23,Basic Plan,713,0,713.0
328,411,2025-02-17,Enterprise Plan,7748,0,7748.0
329,289,2025-02-08,Basic Plan,1062,0,1062.0
330,269,2025-12-23,Basic Plan,750,15,637.5
331,448,2025-12-26,Pro Plan,4608,15,3916.8
332,376,2025-08-19,Pro Plan,4987,0,4987.0
333,769,2025-02-12,Basic Plan,1483,15,1260.55
334,176,2025-12-31,Enterprise Plan,9501,5,9025.95
335,260,2025-12-22,Pro Plan,2548,0,2548.0
336,592,2024-10-23,Pro Plan,4472,0,4472.0
337,816,2025-10-15,Enterprise Plan,10699,0,10699.0
338,806,2025-05-16,Pro Plan,2925,0,2925.0
339,740,2025-12-01,Enterprise Plan,13820,0,13820.0
340,456,2024-11-02,Enterprise Plan,8282,5,7867.9
341,604,2025-12-29,Enterprise Plan,8583,0,8583.0
342,529,2025-09-21,Enterprise Plan,14287,0,14287.0
343,443,2024-08-24,Basic Plan,962,0,962.0
344,378,2025-12-08,Pro Plan,3713,0,3713.0
345,714,2025-05-21,Pro Plan,2149,15,1826.65
346,835,2024-05-29,Basic Plan,1032,10,928.8
347,659,2025-10-07,Enterprise Plan,6702,0,6702.0
348,581,2025-12-31,Pro Plan,2973,5,2824.35
349,655,2025-11-21,Pro Plan,3783,15,3215.55
350,118,2025-09-03,Enterprise Plan,7572,0,7572.0
351,671,2025-12-25,Basic Plan,1461,0,1461.0
352,61,2025-07-02,Basic Plan,1032,0,1032.0
353,471,2024-08-02,Pro Plan,3629,10,3266.1
354,454,2024-12-30,Basic Plan,895,0,895.0
355,19,2024-07-20,Pro Plan,2297,0,2297.0
356,243,2025-05-24,Basic Plan,1475,0,1475.0
357,159,2025-02-13,Pro Plan,3394,0,3394.0
358,331,2024-03-06,Pro Plan,4085,10,3676.5
359,114,2025-08-09,Pro Plan,4343,0,4343.0
360,229,2024-09-11,Enterprise Plan,13950,5,13252.5
361,772,2024-08-05,Enterprise Plan,8336,10,7502.4
362,841,2025-05-14,Enterprise Plan,10321,0,10321.0
363,18,2025-10-27,Basic Plan,747,0,747.0
364,215,2025-12-31,Enterprise Plan,13330,0,13330.0
365,472,2025-12-27,Basic Plan,988,15,839.8
366,153,2025-12-13,Enterprise Plan,14660,0,14660.0
367,183,2025-12-31,Basic Plan,739,15,628.15
368,484,2024-06-06,Enterprise Plan,8033,0,8033.0
369,272,2024-10-02,Enterprise Plan,12071,5,11467.45
370,140,2025-12-31,Enterprise Plan,6778,10,6100.2
371,459,2025-07-28,Enterprise Plan,7062,0,7062.0
372,532,2025-12-22,Basic Plan,1457,0,1457.0
373,456,2025-02-19,Pro Plan,4387,0,4387.0
374,414,2025-09-19,Enterprise Plan,12893,10,11603.7
375,457,2025-11-13,Pro Plan,4690,0,4690.0
376,548,2025-12-21,Enterprise Plan,13474,0,13474.0
377,519,2024-12-12,Pro Plan,2594,10,2334.6
378,164,2025-12-08,Enterprise Plan,12293,15,10449.05
379,116,2025-07-20,Basic Plan,650,0,650.0
380,855,2025-08-09,Basic Plan,801,0,801.0
381,116,2025-07-03,Pro Plan,4332,10,3898.8
382,120,2024-09-04,Basic Plan,1411,0,1411.0
383,720,2025-10-08,Basic Plan,1359,0,1359.0
384,778,2024-07-06,Basic Plan,1294,5,1229.3
385,274,2024-09-04,Enterprise Plan,6897,5,6552.15
386,279,2025-12-31,Enterprise Plan,13749,0,13749.0
387,368,2025-12-21,Basic Plan,968,5,919.6
388,346,2024-04-15,Enterprise Plan,13241,0,13241.0
389,658,2025-09-20,Pro Plan,4300,15,3655.0
390,277,2025-12-19,Enterprise Plan,9610,0,9610.0
391,77,2025-04-29,Enterprise Plan,11927,15,10137.95
392,270,2025-04-03,Enterprise Plan,8269,15,7028.65
393,708,2024-12-28,Basic Plan,1356,0,1356.0
394,50,2024-08-20,Pro Plan,3669,15,3118.65
395,288,2024-03-28,Basic Plan,1423,15,1209.55
396,303,2025-02-01,Enterprise Plan,13113,0,13113.0
397,524,2024-05-24,Enterprise Plan,8412,5,7991.4
398,338,2025-11-18,Pro Plan,4230,15,3595.5
399,15,2025-09-23,Pro Plan,4707,0,4707.0
400,443,2024-08-29,Enterprise Plan,12265,10,11038.5
401,271,2025-10-14,Pro Plan,3666,15,3116.1
402,238,2025-11-24,Basic Plan,515,10,463.5
403,532,2025-12-25,Basic Plan,1188,15,1009.8
404,521,2025-12-28,Enterprise Plan,11139,10,10025.1
405,693,2025-12-07,Basic Plan,757,0,757.0
406,310,2025-12-25,Enterprise Plan,8440,0,8440.0
407,316,2024-07-20,Pro Plan,4084,0,4084.0
408,182,2025-09-05,Basic Plan,1375,0,1375.0
409,797,2025-06-28,Pro Plan,2916,0,2916.0
410,856,2025-03-28,Enterprise Plan,14419,5,13698.05
411,239,2024-12-20,Pro Plan,3594,0,3594.0
412,421,2024-11-05,Basic Plan,1353,5,1285.35
413,739,2024-11-03,Basic Plan,576,0,576.0
414,619,2025-08-28,Basic Plan,1333,10,1199.7
415,342,2025-03-29,Basic Plan,549,0,549.0
416,32,2025-10-25,Enterprise Plan,6917,10,6225.3
417,94,2025-06-26,Pro Plan,2328,0,2328.0
418,777,2025-12-22,Basic Plan,1378,15,1171.3
419,292,2024-06-21,Basic Plan,964,5,915.8
420,315,2025-05-22,Enterprise Plan,14549,0,14549.0
421,688,2024-10-25,Pro Plan,4629,5,4397.55
422,169,2025-11-20,Basic Plan,551,15,468.35
423,553,2024-12-05,Basic Plan,1152,0,1152.0
424,2,2025-06-22,Basic Plan,1417,5,1346.15
425,55,2025-07-30,Pro Plan,4452,0,4452.0
426,591,2025-10-25,Basic Plan,559,15,475.15
427,57,2025-02-15,Basic Plan,1243,5,1180.85
428,603,2024-12-19,Enterprise Plan,8130,10,7317.0
429,579,2025-10-19,Pro Plan,2079,10,1871.1
430,212,2025-12-24,Enterprise Plan,13768,5,13079.6
431,514,2024-03-01,Basic Plan,1078,15,916.3
432,365,2025-06-30,Basic Plan,1287,0,1287.0
433,524,2024-05-22,Pro Plan,4146,15,3524.1
434,838,2025-12-27,Basic Plan,1493,0,1493.0
435,148,2024-10-01,Basic Plan,964,0,964.0
436,490,2025-03-24,Basic Plan,1477,0,1477.0
437,504,2025-12-29,Basic Plan,853,5,810.35
438,350,2025-12-19,Pro Plan,4231,0,4231.0
439,464,2025-12-17,Basic Plan,709,0,709.0
440,257,2025-03-29,Basic Plan,580,10,522.0
441,747,2025-11-04,Basic Plan,888,0,888.0
442,165,2025-12-10,Pro Plan,2974,10,2676.6
443,210,2025-12-26,Basic Plan,978,5,929.1
444,442,2025-03-02,Enterprise Plan,11651,5,11068.45
445,181,2025-12-28,Basic Plan,958,0,958.0
446,38,2025-10-30,Enterprise Plan,10861,0,10861.0
447,269,2025-10-27,Enterprise Plan,6805,15,5784.25
448,56,2025-05-07,Enterprise Plan,11292,0,11292.0
449,320,2025-03-29,Pro Plan,3204,10,2883.6
450,629,2024-04-24,Basic Plan,941,0,941.0
451,279,2025-10-29,Basic Plan,742,5,704.9
452,134,2025-06-15,Enterprise Plan,10098,0,10098.0
453,446,2024-10-18,Pro Plan,4188,0,4188.0
454,627,2025-07-19,Pro Plan,4046,15,3439.1
455,761,2025-12-29,Basic Plan,576,0,576.0
456,400,2025-10-24,Enterprise Plan,7511,5,7135.45
457,861,2024-08-04,Enterprise Plan,8988,0,8988.0
458,87,2024-08-29,Basic Plan,767,10,690.3
459,343,2025-03-03,Basic Plan,1086,10,977.4
460,285,2024-05-18,Enterprise Plan,14049,15,11941.65
461,577,2024-08-12,Enterprise Plan,13175,0,13175.0
462,705,2025-12-28,Enterprise Plan,9981,0,9981.0
463,44,2025-01-11,Basic Plan,1056,15,897.6
464,644,2024-08-30,Pro Plan,2119,0,2119.0
465,284,2025-02-27,Enterprise Plan,13366,15,11361.1
466,784,2025-12-03,Pro Plan,4878,10,4390.2
467,470,2025-12-21,Pro Plan,3649,15,3101.65
468,586,2024-08-02,Pro Plan,3959,15,3365.15
469,507,2025-04-16,Pro Plan,4033,0,4033.0
470,44,2024-12-14,Enterprise Plan,8400,0,8400.0
471,736,2025-12-31,Pro Plan,4214,0,4214.0
472,12,2024-03-17,Enterprise Plan,8800,0,8800.0
473,637,2025-06-16,Enterprise Plan,11722,0,11722.0
474,851,2025-01-11,Basic Plan,588,5,558.6
475,97,2024-09-13,Enterprise Plan,11997,0,11997.0
476,344,2024-07-02,Enterprise Plan,13328,0,13328.0
477,213,2024-11-17,Pro Plan,3658,10,3292.2
478,795,2025-11-12,Enterprise Plan,7193,10,6473.7
479,674,2024-11-28,Basic Plan,574,10,516.6
480,716,2025-03-18,Pro Plan,4325,5,4108.75
481,552,2024-08-01,Enterprise Plan,6646,10,5981.4
482,264,2025-04-04,Enterprise Plan,10399,0,10399.0
483,696,2025-12-09,Enterprise Plan,14877,0,14877.0
484,386,2025-08-12,Basic Plan,1475,0,1475.0
485,627,2025-07-15,Basic Plan,1371,0,1371.0
486,615,2025-08-19,Enterprise Plan,9765,15,8300.25
487,182,2025-08-14,Pro Plan,4945,10,4450.5
488,367,2025-08-25,Pro Plan,4078,0,4078.0
489,856,2025-09-08,Basic Plan,805,10,724.5
490,57,2025-01-18,Enterprise Plan,14391,10,12951.9
491,587,2025-03-05,Basic Plan,1162,0,1162.0
492,493,2025-12-26,Pro Plan,4564,10,4107.6
493,195,2025-02-26,Pro Plan,2146,15,1824.1
